order_id,hour,day_of_week,distance_km,congestion,num_stops,delivery_time_min,zone_Attapur,zone_Banjara Hills,zone_Dilsukhnagar,zone_Gachibowli,zone_Hitech City,zone_Jubilee Hills,zone_Kondapur,zone_Kukatpally,zone_LB Nagar,zone_Madhapur,zone_Mehdipatnam,zone_Secunderabad,zone_Tolichowki,zone_Uppal,vehicle_type_Truck,vehicle_type_Van,weather_Cloudy,weather_Rain
1,-0.30334938546970974,0.5464986741938659,-1.5638934305084484,-0.7591396664125292,-0.02921565508766989,12.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.9456333727815373,-0.9219455974045386,-0.46698334472895225,1.2909096649426623,-1.5429303022182428,77.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,0.9812185891539452,-1.4114270212706734,1.6337029516223471,1.1814764266140934,-0.02921565508766989,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,1.409407914028497,-0.9219455974045386,0.02766101470746205,0.9042455561817189,0.47535589395585437,90.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,0.5530292642793936,-0.9219455974045386,-0.2103477774899759,-0.9014028762396687,-1.5429303022182428,54.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,-0.0892547230324339,-0.9219455974045386,-0.12342282729612904,0.6087758126945825,0.47535589395585437,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7,0.9812185891539452,-0.9219455974045386,-0.9988812542484439,1.1231120328388564,0.47535589395585437,43.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8,-0.7315387103442614,1.0359800980600007,-0.43593871965972136,0.9662577245679076,0.9799274429993786,76.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9,-0.30334938546970974,-1.4114270212706734,-0.4317994363171571,-0.38706665609539465,-0.5337872041311942,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.33893460184211777,1.0359800980600007,-1.549405938809474,-1.4412735186606087,1.484498992042903,10.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-1.159728035218813,-0.4324641735384038,0.9672783334695213,1.1778286520031411,0.9799274429993786,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,-0.30334938546970974,1.5254615219261354,-0.26829774428587366,-0.5329776405334867,-0.02921565508766989,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,0.5530292642793936,-0.9219455974045386,1.1597550088987536,-1.1056782544529973,1.484498992042903,85.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14,0.5530292642793936,1.5254615219261354,1.2590978091202931,-1.3063058580553737,-0.02921565508766989,84.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15,-0.0892547230324339,0.05701725032773103,-0.9885330458920336,-0.04417584266587858,-0.5337872041311942,30.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,-0.7315387103442614,0.5464986741938659,0.5802553409397744,0.995439921455526,1.484498992042903,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.9456333727815373,0.5464986741938659,-0.07168178551407733,1.2544319188331394,0.9799274429993786,90.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-0.0892547230324339,1.0359800980600007,1.3625798926843964,-0.40530552915015616,-0.02921565508766989,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-0.0892547230324339,1.0359800980600007,-0.974045554193059,-0.31775893848730113,0.9799274429993786,33.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,-1.159728035218813,0.05701725032773103,0.6506231577633647,0.5175814474207749,-0.5337872041311942,112.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-0.5174440479069856,-0.9219455974045386,0.40433579888079857,-1.2917147596115648,1.484498992042903,60.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,-0.7315387103442614,1.5254615219261354,-0.6946439285699799,1.0136787945102874,1.484498992042903,59.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,-1.373822697656089,1.5254615219261354,-1.2534471798161382,-0.8539818062972888,-1.5429303022182428,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-0.0892547230324339,-1.4114270212706734,0.5595589242269537,-0.5548642881992005,0.47535589395585437,76.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,0.7671239267166694,-0.4324641735384038,0.8658658915766999,1.3748084809945653,0.47535589395585437,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1.195313251591221,0.5464986741938659,-0.6222064700751074,-0.022289195000164772,0.9799274429993786,71.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-0.5174440479069856,-0.4324641735384038,0.534723224171569,-0.9816539176806193,1.484498992042903,69.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,-1.373822697656089,-1.4114270212706734,-0.34280484445202825,-0.4454310498706315,-0.02921565508766989,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,1.6235025764657727,1.0359800980600007,0.7748016580402887,-1.4120913217729905,0.9799274429993786,73.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,0.7671239267166694,1.5254615219261354,-1.031995520988957,0.6051280380836301,0.9799274429993786,37.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-0.7315387103442614,0.5464986741938659,1.3977638010961912,0.22575947854459127,-1.0383587531747185,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
32,-1.5879173600933647,-0.4324641735384038,-0.7215492702966467,-0.5840464850868187,1.484498992042903,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,0.7671239267166694,1.0359800980600007,-0.4400780030022854,1.2945574395536146,0.47535589395585437,77.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,0.33893460184211777,-1.4114270212706734,-1.5287095220966533,-1.1530993243953773,1.484498992042903,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
35,-0.5174440479069856,-0.4324641735384038,-1.3403721300099851,-1.029074987622999,-0.5337872041311942,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.9812185891539452,1.5254615219261354,0.08147169816079579,0.6452535588041055,0.9799274429993786,87.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,0.7671239267166694,-0.9219455974045386,-0.7919170871202371,1.6046182814845598,-1.0383587531747185,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,0.12483993940484193,1.0359800980600007,1.2052871256669588,-0.1718479540492091,-1.0383587531747185,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
39,-1.5879173600933647,-1.4114270212706734,-1.6818630057715265,-1.0910871560091882,0.47535589395585437,8.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,0.5530292642793936,-0.4324641735384038,-0.400754811247926,-0.8649251301301457,0.47535589395585437,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,0.5530292642793936,1.5254615219261354,-0.5476993699089528,-0.9561194954039532,0.47535589395585437,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1.409407914028497,-0.9219455974045386,-1.66530587240127,1.1377031312826658,-0.5337872041311942,13.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.33893460184211777,-0.9219455974045386,-1.2969096549130619,-1.419386870994895,-1.0383587531747185,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1.6235025764657727,-1.4114270212706734,-0.2786459526422842,-0.9597672700149055,-0.02921565508766989,50.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.7671239267166694,0.05701725032773103,0.0007556729807953631,1.6046182814845598,-0.5337872041311942,111.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,0.7671239267166694,1.5254615219261354,-0.31176021938279713,1.5499016623202753,-1.5429303022182428,84.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,1.409407914028497,0.5464986741938659,0.36087332378387493,0.8714155846831482,0.47535589395585437,109.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,1.195313251591221,-1.4114270212706734,-1.698420139141783,0.6963224033574377,-1.0383587531747185,10.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1.195313251591221,-0.9219455974045386,-0.10065676891202603,1.0100310198993352,0.9799274429993786,86.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,1.409407914028497,-0.9219455974045386,-0.02925413125279491,1.0793387375074288,1.484498992042903,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1.195313251591221,-1.4114270212706734,0.09181990651720627,1.4550595224355154,-0.5337872041311942,114.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,-1.159728035218813,0.05701725032773103,0.6506231577633647,0.258589450043162,-1.5429303022182428,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54,0.7671239267166694,0.5464986741938659,-0.6366939617740819,1.6046182814845598,1.484498992042903,67.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,-0.9456333727815373,-1.4114270212706734,0.98590510851106,0.7182090510231515,-0.5337872041311942,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1.6235025764657727,0.5464986741938659,0.10009847320233438,-1.4996379124358454,-0.02921565508766989,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58,0.12483993940484193,1.5254615219261354,1.6999314851033733,-0.8211518347987181,0.9799274429993786,114.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
59,-1.159728035218813,0.5464986741938659,-1.2927703715704977,1.1741808773921887,-0.02921565508766989,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,-1.159728035218813,-0.9219455974045386,0.9755569001546495,0.40450043448125406,-1.5429303022182428,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
62,-0.30334938546970974,-0.4324641735384038,1.10594432544542,-0.6934797234153878,-1.0383587531747185,100.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
63,-0.7315387103442614,-1.4114270212706734,-1.3113971466120362,0.7510390225217222,-1.0383587531747185,31.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
64,0.12483993940484193,-0.9219455974045386,-0.8001956538053654,0.3899093360374448,1.484498992042903,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,-0.30334938546970974,1.0359800980600007,-1.671514797415116,-0.31411116387634885,0.9799274429993786,14.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
66,-1.373822697656089,1.0359800980600007,-0.700852853583826,-1.6783788683725083,0.47535589395585437,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
67,-0.9456333727815373,-0.9219455974045386,0.98590510851106,0.783868994020293,0.47535589395585437,120.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
68,0.12483993940484193,0.05701725032773103,0.08975026484592424,-0.31775893848730113,-1.0383587531747185,68.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69,0.7671239267166694,0.5464986741938659,-0.5083761781545937,0.07255294488459464,-0.5337872041311942,52.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
70,1.195313251591221,-1.4114270212706734,-0.4255905113033108,1.0392132167869537,-0.5337872041311942,73.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71,-1.373822697656089,-1.4114270212706734,-1.7294647642110141,-1.2151114927815663,-0.02921565508766989,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72,0.33893460184211777,-1.4114270212706734,-0.6780867951997234,-0.8758684539630026,0.9799274429993786,43.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.12483993940484193,-0.9219455974045386,0.5409321491854151,0.45556927903458627,-0.02921565508766989,109.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74,0.33893460184211777,1.5254615219261354,1.693722560089527,-0.7190141456920539,0.47535589395585437,115.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,-0.7315387103442614,0.05701725032773103,1.2466799590926005,0.7765734447983883,-1.0383587531747185,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,-1.373822697656089,-0.4324641735384038,-1.6508183807022954,-1.5361156585453684,1.484498992042903,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,-0.9456333727815373,1.0359800980600007,-0.02925413125279491,1.6046182814845598,-0.5337872041311942,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,0.7671239267166694,-0.9219455974045386,1.021089016922855,1.0793387375074288,-1.0383587531747185,120.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79,1.409407914028497,1.5254615219261354,1.0128104502377266,-0.022289195000164772,-1.5429303022182428,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
80,0.7671239267166694,-0.4324641735384038,-0.12135318562484702,1.0501565406198106,-1.0383587531747185,93.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
81,-0.30334938546970974,1.0359800980600007,-0.33245663609561793,-0.146313531772543,-1.5429303022182428,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
82,0.7671239267166694,1.0359800980600007,-0.6677385868433129,1.006383245288383,-0.02921565508766989,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
83,0.9812185891539452,0.05701725032773103,-1.5018041803699864,0.8495289370174344,-0.02921565508766989,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,-0.0892547230324339,0.5464986741938659,-0.9305830790961357,-0.4198966275939654,0.47535589395585437,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,-1.159728035218813,-0.4324641735384038,-0.03028895208843574,0.6780835303026762,-1.0383587531747185,86.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,1.195313251591221,-0.9219455974045386,0.896910516645931,0.7984600924641021,-1.5429303022182428,120.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
88,-1.5879173600933647,-0.4324641735384038,-0.06754250217151292,-1.0910871560091882,-0.02921565508766989,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89,-0.9456333727815373,0.5464986741938659,-1.5307791637679353,-0.022289195000164772,-1.5429303022182428,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,-1.373822697656089,-1.4114270212706734,1.6357725932936296,-0.5840464850868187,-0.02921565508766989,112.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,-0.0892547230324339,-0.4324641735384038,1.584031551511578,-1.185929295893948,-1.5429303022182428,98.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
92,-0.9456333727815373,0.5464986741938659,1.0293675836079832,1.2726707918879008,-0.02921565508766989,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
93,-1.373822697656089,-0.9219455974045386,1.7537421685567076,-0.6752408503606262,-1.5429303022182428,116.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
94,1.195313251591221,0.05701725032773103,0.1828841400536172,0.3023627453745896,1.484498992042903,83.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
95,-0.5174440479069856,1.5254615219261354,1.654399368335168,-1.2552370135020416,-0.02921565508766989,91.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
96,-0.5174440479069856,1.0359800980600007,-1.4666202719581913,-1.2661803373348985,0.9799274429993786,8.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
97,0.33893460184211777,-0.9219455974045386,-0.4462869280161316,-1.6455488968739376,-1.5429303022182428,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
98,-0.9456333727815373,-1.4114270212706734,-0.940931287452546,0.590536939639821,-1.0383587531747185,50.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,-0.5174440479069856,1.0359800980600007,-1.0444133710166494,-1.5361156585453684,0.47535589395585437,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,-1.373822697656089,-0.9219455974045386,1.0148800919090086,-0.6679453011387216,-1.5429303022182428,96.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.33893460184211777,-0.9219455974045386,0.30085371531669514,-0.8685729047410979,0.47535589395585437,68.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
